timestamp,device_id,zone_id,presence_score,motion_energy,max_velocity,csi_estimated_persons,csi_breathing_bpm,csi_heart_rate,n_persons,_presence_z,_presence_threshold,camera_person_count,label
2026-03-28 16:58:00,node-5,zone-1003,0.022683,0.290373,0.2584,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:58:00,node-1,zone-1001,0.039163,0.31138,0.2584,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:58:00,node-3,zone-1004,0.02913,0.300974,0.2584,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:58:00,node-2,zone-1001,0.021917,0.287538,0.2342,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:58:00,node-6,zone-1002,0.029757,0.305429,0.1938,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:58:00,node-4,zone-1004,0.091648,0.296206,0.2342,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:58:26,node-5,zone-1003,0.022724,0.301682,0.105,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:58:26,node-1,zone-1001,0.023968,0.297549,0.2181,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:58:26,node-3,zone-1004,0.029682,0.303156,0.2342,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:58:26,node-2,zone-1001,0.045656,0.297732,0.2423,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:58:26,node-6,zone-1002,0.026779,0.291226,0.2584,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:58:26,node-4,zone-1004,0.025082,0.321661,0.2423,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:58:36,node-5,zone-1003,0.022707,0.291368,0.1131,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:58:36,node-1,zone-1001,0.03709,0.291439,0.2584,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:58:36,node-3,zone-1004,0.029692,0.304992,0.2261,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:58:36,node-2,zone-1001,0.021465,0.272198,0.2423,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:58:36,node-6,zone-1002,0.026591,0.268443,0.2504,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:58:36,node-4,zone-1004,0.025356,0.267068,0.2423,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:58:42,node-5,zone-1003,0.022485,0.320248,0.0808,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:58:42,node-1,zone-1001,5.435211,5.435211,0.1292,0,0.0,0.0,0,135.6423,0.358507,0,0
2026-03-28 16:58:42,node-3,zone-1004,0.102217,0.313861,0.0646,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:58:42,node-2,zone-1001,0.044448,0.285376,0.2423,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:58:42,node-6,zone-1002,0.028258,0.301742,0.2504,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:58:42,node-4,zone-1004,0.025205,0.294172,0.2584,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:59:02,node-5,zone-1003,0.022487,0.288335,0.0969,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:59:02,node-1,zone-1001,0.024396,0.29374,0.2181,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:59:02,node-3,zone-1004,0.029584,0.285734,0.2019,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:59:02,node-2,zone-1001,0.021873,0.25234,0.1938,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:59:02,node-6,zone-1002,0.028068,0.27073,0.2261,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:59:02,node-4,zone-1004,0.090504,0.269275,0.2423,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:59:12,node-5,zone-1003,0.022165,0.276301,0.0969,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:59:12,node-1,zone-1001,0.035007,0.302126,0.1858,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:59:12,node-3,zone-1004,0.095543,0.302079,0.2019,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:59:12,node-2,zone-1001,0.042162,0.264251,0.2584,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:59:12,node-6,zone-1002,0.027168,0.305228,0.2261,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:59:12,node-4,zone-1004,0.024563,0.294831,0.2584,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:59:14,node-5,zone-1003,0.028047,0.301933,0.21,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:59:14,node-1,zone-1001,0.024453,0.290271,0.1858,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:59:14,node-3,zone-1004,0.095109,0.268097,0.2019,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:59:14,node-2,zone-1001,0.02191,0.285243,0.2019,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:59:14,node-6,zone-1002,0.027127,0.287427,0.2342,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:59:14,node-4,zone-1004,0.087448,0.302383,0.2584,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:59:19,node-5,zone-1003,0.022402,0.322929,0.21,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:59:19,node-1,zone-1001,0.024519,0.326939,0.2181,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:59:19,node-3,zone-1004,0.029368,0.279832,0.2019,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:59:19,node-2,zone-1001,0.022468,0.297731,0.2584,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:59:19,node-6,zone-1002,0.027131,0.308217,0.2261,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:59:19,node-4,zone-1004,0.024855,0.303328,0.2584,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:59:39,node-5,zone-1003,0.027123,0.268428,0.0485,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:59:39,node-1,zone-1001,0.024778,0.312718,0.105,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:59:39,node-3,zone-1004,0.089643,0.288315,0.2504,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:59:39,node-2,zone-1001,0.021679,0.285942,0.2584,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:59:39,node-6,zone-1002,0.02765,0.273005,0.1858,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:59:39,node-4,zone-1004,0.024708,0.291295,0.2584,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:59:48,node-5,zone-1003,0.022046,0.240053,0.105,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:59:48,node-1,zone-1001,0.024817,0.309873,0.1373,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:59:48,node-3,zone-1004,0.030014,0.298897,0.0485,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:59:48,node-2,zone-1001,0.021504,0.296408,0.2584,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:59:48,node-6,zone-1002,1.46668,1.46668,0.2423,0,0.0,0.0,0,2.8484,2.399489,0,0
2026-03-28 16:59:48,node-4,zone-1004,0.079785,0.29182,0.2584,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:59:50,node-5,zone-1003,0.022176,0.285451,0.105,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:59:50,node-1,zone-1001,0.032846,0.308995,0.0646,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:59:50,node-3,zone-1004,0.030078,0.302681,0.2504,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:59:50,node-2,zone-1001,5.119716,5.119716,0.2584,0,0.0,0.0,0,3.8567,6.47778,0,0
2026-03-28 16:59:50,node-6,zone-1002,0.028033,0.302927,0.1858,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:59:50,node-4,zone-1004,0.079394,0.313187,0.2584,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 16:59:55,node-5,zone-1003,0.026282,0.284974,0.1858,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 16:59:55,node-1,zone-1001,0.032578,0.295183,0.1454,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 16:59:55,node-3,zone-1004,0.030522,0.294505,0.2504,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 16:59:55,node-2,zone-1001,0.021865,0.290357,0.1777,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 16:59:55,node-6,zone-1002,0.027704,0.302887,0.1777,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 16:59:55,node-4,zone-1004,0.078337,0.288612,0.2584,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 17:00:15,node-5,zone-1003,0.02556,0.290515,0.1858,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 17:00:15,node-1,zone-1001,0.024718,0.292664,0.2019,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 17:00:15,node-3,zone-1004,0.083837,0.299473,0.1858,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 17:00:15,node-2,zone-1001,0.038911,0.300319,0.2423,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 17:00:15,node-6,zone-1002,0.027835,0.323689,0.2342,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 17:00:15,node-4,zone-1004,0.025109,0.297658,0.21,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 17:00:25,node-5,zone-1003,0.025319,0.266627,0.21,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 17:00:25,node-1,zone-1001,0.024826,0.285189,0.1454,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 17:00:25,node-3,zone-1004,0.030009,0.297082,0.1858,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 17:00:25,node-2,zone-1001,0.021624,0.261243,0.2019,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 17:00:25,node-6,zone-1002,0.027622,0.291305,0.2584,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 17:00:25,node-4,zone-1004,0.025353,0.301197,0.21,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 17:00:26,node-5,zone-1003,0.025154,0.245879,0.2181,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 17:00:26,node-1,zone-1001,0.031014,0.312847,0.21,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 17:00:26,node-3,zone-1004,0.029748,0.295681,0.1858,0,0.0,0.0,0,0.0,18.529924,0,0
2026-03-28 17:00:26,node-2,zone-1001,0.021663,0.292058,0.2019,0,0.0,0.0,0,0.0,6.47778,0,0
2026-03-28 17:00:26,node-6,zone-1002,0.027635,0.317413,0.2584,0,0.0,0.0,0,0.0,2.399489,0,0
2026-03-28 17:00:26,node-4,zone-1004,0.025186,0.305734,0.21,0,0.0,0.0,0,0.0,10.127671,0,0
2026-03-28 17:00:31,node-5,zone-1003,0.022385,0.277546,0.21,0,0.0,0.0,0,0.0,14.786046,0,0
2026-03-28 17:00:31,node-1,zone-1001,0.030889,0.329097,0.2019,0,0.0,0.0,0,0.0,0.358507,0,0
2026-03-28 17:00:31,node-3,zone-1004,0.081753,0.300647,0.2423,0,0.0,0.0,0,0.0,18.529924,0,0
